"county","VTD","total.pop","white","black","hispanic","api","others"
1,46,4482,0.613788487282463,0.187193217313699,0.120928157072735,0.0533244087460955,0.0247657295850067
1,31,5470,0.674223034734918,0.120109689213894,0.108592321755027,0.0712979890310786,0.0257769652650823
1,55,3165,0.631595576619273,0.208530805687204,0.101105845181675,0.0214849921011058,0.0372827804107425
1,49,3458,0.711104684788895,0.191729323308271,0.0506072874493927,0.00809716599190283,0.0384615384615384
1,56,1937,0.631905007743934,0.242643262777491,0.0727929788332473,0.0201342281879195,0.0325245224574083
1,60,3103,0.41669352239768,0.478569126651627,0.0515630035449565,0.0167579761521109,0.0364163712536255
1,54,3971,0.507932510702594,0.318811382523294,0.0752958952404936,0.0697557290355074,0.0282044824981113
1,50,3942,0.213089802130898,0.685692541856925,0.0532724505327245,0.0187721968543886,0.0291730086250634
1,36,2600,0.469615384615385,0.402307692307692,0.0638461538461538,0.0311538461538462,0.0330769230769231
1,37,7037,0.145516555350291,0.799204206337928,0.0308370044052863,0.00554213443228649,0.0189000994742078
1,32,4645,0.332831001076426,0.598708288482239,0.0411194833153929,0.00301399354144241,0.0243272335844995
1,13,3958,0.22789287518949,0.724355735219808,0.0209701869631127,0.0032844871147044,0.0234967155128853
1,30,4677,0.513577079324353,0.151592901432542,0.103485140047039,0.201197348727817,0.0301475304682489
1,25,2189,0.842850616719963,0.0580173595248972,0.0589310187300137,0.0214709913202376,0.0187300137048881
1,29,8160,0.601225490196078,0.117769607843137,0.15968137254902,0.0912990196078431,0.0300245098039216
1,48,2187,0.861911294010059,0.0178326474622771,0.087334247828075,0.0178326474622771,0.0150891632373114
1,62,7878,0.462807819243463,0.185326224930185,0.148768723026149,0.169459253617669,0.0336379791825336
1,47,4023,0.800397713149391,0.0253542132736764,0.112602535421327,0.0367884663186677,0.0248570718369376
1,44,2411,0.788054749066777,0.0700953961012028,0.0879303193695562,0.0364993778515139,0.0174201576109498
1,43,3589,0.86570075229869,0.0387294511005851,0.0521036500417944,0.0273056561716356,0.0161604903872945
1,51,4173,0.693026599568656,0.151929067816918,0.0718907260963336,0.0551162233405224,0.0280373831775701
1,52,2596,0.790061633281972,0.0774268104776579,0.0647149460708783,0.0400616332819723,0.0277349768875193
1,45,4290,0.727972027972028,0.0799533799533799,0.0839160839160839,0.0804195804195804,0.0277389277389278
1,53,4218,0.718349928876245,0.104551920341394,0.103840682788051,0.0443338074917022,0.0289236605026079
1,34,1407,0.917555081734186,0.0319829424307036,0.0262970859985785,0.00497512437810945,0.0191897654584222
1,58,4041,0.512496906706261,0.346448898787429,0.0908191041821331,0.020292006928978,0.0299430833951992
1,63,3862,0.512169860176075,0.169342309684101,0.170119109269808,0.11315380631797,0.0352149145520455
1,27,3021,0.519695465077789,0.246607083747104,0.0953326713008937,0.104601125455147,0.0337636544190665
1,26,3522,0.443781942078365,0.137989778534923,0.126632595116411,0.256388415672913,0.0352072685973879
1,28,5639,0.530590530235857,0.206064905125022,0.159248093633623,0.0691611987941124,0.034935272211385
1,40,4718,0.724883425180161,0.0779991521831284,0.110216193302247,0.0610428147520136,0.0258584145824502
1,42,2774,0.803172314347513,0.0706560922855083,0.0652487382840663,0.0382119682768565,0.0227108868060563
1,57,4195,0.611442193087008,0.147794994040524,0.163289630512515,0.0479141835518474,0.0295589988081048
1,61,5823,0.498025072986433,0.328868280954834,0.109908981624592,0.0297097715953976,0.0334878928387429
1,19,3148,0.321473951715375,0.520012706480305,0.0860864040660737,0.0193773824650572,0.0530495552731893
1,23,1058,0.569943289224953,0.155954631379962,0.0945179584120983,0.155954631379962,0.0236294896030246
1,59,2438,0.731337161607875,0.106234618539787,0.0910582444626743,0.0426579163248564,0.0287120590648072
1,24,4463,0.528344163118978,0.25117633878557,0.118306072148779,0.0719247143177235,0.0302487116289492
1,12,1104,0.784420289855073,0.114130434782609,0.0588768115942029,0.0253623188405797,0.0172101449275362
1,41,3457,0.633786520104136,0.229968180503327,0.0864911773213769,0.0266126699450391,0.023141452126121
1,16,4612,0.740242844752819,0.0535559410234172,0.0923677363399827,0.0941023417172593,0.0197311361665221
1,15,2747,0.7098653076083,0.0979250091008373,0.109938114306516,0.0593374590462323,0.0229341099381144
1,17,3757,0.711205749268033,0.0843758317806761,0.100346020761246,0.0806494543518765,0.0234229438381688
1,14,1154,0.848353552859619,0.0476603119584055,0.0502599653379549,0.0381282495667244,0.0155979202772964
1,18,3741,0.787489975942261,0.0299385191125368,0.0606789628441593,0.101577118417535,0.0203154236835071
1,21,2946,0.869653767820774,0.0176510522742702,0.0577053632043449,0.0400543109300747,0.0149355057705363
1,20,3527,0.773745392685001,0.0462149135242416,0.0535866175219733,0.102353274737737,0.0240998015310462
1,22,3461,0.724357122219012,0.0713666570355389,0.0814793412308581,0.0944813637676972,0.0283155157468939
1,10,4775,0.646701570680628,0.238743455497382,0.0720418848167539,0.023455497382199,0.0190575916230367
1,33,4228,0.646641438032167,0.146168401135289,0.0804162724692526,0.100283822138127,0.0264900662251656
1,4,1226,0.809951060358891,0.126427406199021,0.0293637846655791,0.0032626427406199,0.0309951060358891
1,64,3277,0.667989014342386,0.284406469331706,0.0253280439426305,0.00518767165090021,0.0170888007323772
1,6,1559,0.870429762668377,0.0647851186658114,0.0352790250160359,0.0064143681847338,0.0230917254650417
1,5,841,0.912009512485137,0.0249702734839477,0.0416171224732461,0,0.0214030915576694
1,7,4132,0.547192642787996,0.348257502420136,0.0648596321393998,0.0145208131655373,0.0251694094869312
1,8,5348,0.755983545250561,0.12322363500374,0.0774121166791324,0.0164547494390426,0.0269259536275243
1,9,3262,0.833231146535868,0.0600858369098712,0.0619251992642551,0.0300429184549356,0.0147148988350705
1,39,4928,0.716720779220779,0.0909090909090909,0.0876623376623377,0.0779220779220779,0.0267857142857143
1,38,4181,0.812245874192777,0.0380291796221,0.0557282946663478,0.0681655106433867,0.0258311408753887
1,65,3379,0.830127256584788,0.0979579757324652,0.0488310150932228,0.00739863865048831,0.0156851139390352
1,66,5079,0.80685174246899,0.106123252608781,0.0620200826934436,0.00767867690490254,0.0173262453238827
1,67,2056,0.764591439688716,0.139105058365759,0.066147859922179,0.00778210116731518,0.0223735408560311
1,69,3660,0.740437158469945,0.175956284153005,0.0532786885245902,0.0131147540983607,0.0172131147540984
1,68,1994,0.770310932798395,0.170010030090271,0.0315947843530592,0.00752256770310933,0.0205616850551655
1,3,932,0.862660944206009,0.0718884120171674,0.0386266094420601,0.00965665236051502,0.017167381974249
1,70,3828,0.833855799373041,0.0624346917450366,0.0721003134796238,0.0101880877742947,0.0214211076280042
1,2,1489,0.793149764942915,0.121558092679651,0.0537273337810611,0.0107454667562122,0.0208193418401612
1,11,3137,0.820847943895441,0.0672617150143449,0.0605674211029646,0.0258208479438954,0.0255020720433535
1,35,1362,0.795154185022026,0.147577092511013,0.0198237885462555,0.00220264317180617,0.0352422907488987
1,71,2337,0.768506632434745,0.178005990586222,0.0235344458707745,0.00684638425331622,0.0231065468549422
1,1,1552,0.589561855670103,0.358247422680412,0.0270618556701031,0.0038659793814433,0.0212628865979381
3,3,5824,0.872081043956044,0.0693681318681319,0.0250686813186813,0.00892857142857143,0.0245535714285714
3,6,2326,0.950988822012038,0.0171969045571797,0.0133276010318143,0.00945829750644884,0.00902837489251934
3,2,4864,0.790707236842105,0.168174342105263,0.0215871710526316,0.00349506578947368,0.0160361842105263
3,8,4896,0.905637254901961,0.0471813725490196,0.025531045751634,0.00265522875816993,0.0189950980392157
3,1,4067,0.703466928940251,0.272190804032456,0.0090976149495943,0.00221293336611753,0.013031718711581
3,4,354,0.940677966101695,0.0225988700564972,0.00282485875706215,0,0.0338983050847457
3,5,972,0.963991769547325,0.00308641975308642,0.00823045267489712,0.00925925925925926,0.0154320987654321
3,7,1993,0.955845459106874,0.0120421475163071,0.0175614651279478,0.00150526843953838,0.0130456598093327
3,9,1819,0.410115448048378,0.558548653106102,0.0175920835623969,0.00494777350192413,0.00879604178119846
5,22,1810,0.939226519337017,0.00939226519337017,0.0149171270718232,0.0121546961325967,0.0243093922651934
5,26,3528,0.867063492063492,0.0680272108843537,0.0229591836734694,0.0195578231292517,0.0223922902494331
5,27,1171,0.943637916310845,0.0162254483347566,0.0187873612297182,0.00426985482493595,0.0170794192997438
5,25,2381,0.868962620747585,0.0428391432171357,0.0348593028139437,0.0327593448131037,0.0205795884082319
5,30,4027,0.71542090886516,0.182766327290787,0.0494164390365036,0.0183759622547802,0.0340203625527688
5,28,2563,0.854467420991026,0.0581349980491611,0.0417479516191963,0.0101443620756925,0.0355052672649239
5,29,3748,0.85965848452508,0.0589647812166489,0.0370864461045891,0.0146744930629669,0.0296157950907151
5,33,4144,0.775579150579151,0.0924227799227799,0.0521235521235521,0.0448841698841699,0.0349903474903475
5,3,4383,0.927218799908738,0.0134610997033995,0.0216746520647958,0.00730093543235227,0.0303445128907141
5,23,1601,0.927545284197377,0.00437226733291693,0.018738288569644,0.00874453466583385,0.0405996252342286
5,2,2742,0.788475565280817,0.156819839533187,0.0346462436177972,0.00437636761487965,0.0156819839533188
5,5,3567,0.939444911690496,0.00756938603868797,0.0249509391645641,0.00532660499018783,0.0227081581160639
5,58,1075,0.915348837209302,0.0176744186046512,0.026046511627907,0.00744186046511628,0.0334883720930232
5,55,4719,0.710108073744437,0.114219114219114,0.0979020979020979,0.0243695698241153,0.0534011443102353
5,57,2048,0.80908203125,0.07958984375,0.04345703125,0.01611328125,0.0517578125
5,41,2095,0.743675417661098,0.15417661097852,0.0477326968973747,0.0224343675417661,0.0319809069212411
5,49,3372,0.75,0.100237247924081,0.0548635824436536,0.047153024911032,0.0477461447212337
5,48,2561,0.637641546270988,0.213197969543147,0.0667707926591175,0.0339711050370949,0.0484185864896525
5,47,3708,0.653721682847896,0.22168284789644,0.0391046386192017,0.0401833872707659,0.0453074433656958
5,50,3609,0.653920753671377,0.206151288445553,0.0543086727625381,0.0429481850928235,0.0426711000277085
5,51,2684,0.715350223546945,0.150149031296572,0.0644560357675112,0.0264530551415797,0.0435916542473919
5,56,2383,0.721359630717583,0.117498950902224,0.0629458665547629,0.0511959714645405,0.0469995803608896
5,46,2873,0.597633136094675,0.270449008005569,0.0515140967629655,0.0455969369996519,0.0348068221371389
5,39,3732,0.672829581993569,0.216237942122186,0.0597534833869239,0.0155412647374062,0.0356377277599142
