"county","VTD","total.pop","white","black","hispanic","api","other","mixed"
1,46,4482,0.613788487282463,0.187193217313699,0.120928157072735,0.0533244087460955,0.00557786702365016,0.0191878625613565
1,31,5470,0.674223034734918,0.120109689213894,0.108592321755027,0.0712979890310786,0.0036563071297989,0.0221206581352834
1,55,3165,0.631595576619273,0.208530805687204,0.101105845181675,0.0214849921011058,0.00947867298578199,0.0278041074249605
1,49,3458,0.711104684788895,0.191729323308271,0.0506072874493927,0.00809716599190283,0.00983227299016773,0.0286292654713707
1,56,1937,0.631905007743934,0.242643262777491,0.0727929788332473,0.0201342281879195,0.00413009808982963,0.0283944243675787
1,60,3103,0.41669352239768,0.478569126651627,0.0515630035449565,0.0167579761521109,0.0106348694811473,0.0257815017724782
1,54,3971,0.507932510702594,0.318811382523294,0.0752958952404936,0.0697557290355074,0.00604381767816671,0.0221606648199446
1,50,3942,0.213089802130898,0.685692541856925,0.0532724505327245,0.0187721968543886,0.00481988838153222,0.0243531202435312
1,36,2600,0.469615384615385,0.402307692307692,0.0638461538461538,0.0311538461538462,0.00461538461538462,0.0284615384615385
1,37,7037,0.145516555350291,0.799204206337928,0.0308370044052863,0.00554213443228649,0.00241580218843257,0.0164842972857752
1,32,4645,0.332831001076426,0.598708288482239,0.0411194833153929,0.00301399354144241,0.00236813778256189,0.0219590958019376
1,13,3958,0.22789287518949,0.724355735219808,0.0209701869631127,0.0032844871147044,0.00378979282465892,0.0197069226882264
1,30,4677,0.513577079324353,0.151592901432542,0.103485140047039,0.201197348727817,0.00855249091297841,0.0215950395552705
1,25,2189,0.842850616719963,0.0580173595248972,0.0589310187300137,0.0214709913202376,0.00319780721790772,0.0155322064869804
1,29,8160,0.601225490196078,0.117769607843137,0.15968137254902,0.0912990196078431,0.00526960784313726,0.0247549019607843
1,48,2187,0.861911294010059,0.0178326474622771,0.087334247828075,0.0178326474622771,0.00548696844993141,0.00960219478737997
1,62,7878,0.462807819243463,0.185326224930185,0.148768723026149,0.169459253617669,0.007996953541508,0.0256410256410256
1,47,4023,0.800397713149391,0.0253542132736764,0.112602535421327,0.0367884663186677,0.00298284862043251,0.0218742232165051
1,44,2411,0.788054749066777,0.0700953961012028,0.0879303193695562,0.0364993778515139,0.00580671920364994,0.0116134384072999
1,43,3589,0.86570075229869,0.0387294511005851,0.0521036500417944,0.0273056561716356,0.00390080802451936,0.0122596823627751
1,51,4173,0.693026599568656,0.151929067816918,0.0718907260963336,0.0551162233405224,0.0052719865803978,0.0227653965971723
1,52,2596,0.790061633281972,0.0774268104776579,0.0647149460708783,0.0400616332819723,0.00346687211093991,0.0242681047765794
1,45,4290,0.727972027972028,0.0799533799533799,0.0839160839160839,0.0804195804195804,0.00536130536130536,0.0223776223776224
1,53,4218,0.718349928876245,0.104551920341394,0.103840682788051,0.0443338074917022,0.0042674253200569,0.024656235182551
1,34,1407,0.917555081734186,0.0319829424307036,0.0262970859985785,0.00497512437810945,0.007818052594172,0.0113717128642502
1,58,4041,0.512496906706261,0.346448898787429,0.0908191041821331,0.020292006928978,0.00866122246968572,0.0212818609255135
1,63,3862,0.512169860176075,0.169342309684101,0.170119109269808,0.11315380631797,0.00750906266183325,0.0277058518902123
1,27,3021,0.519695465077789,0.246607083747104,0.0953326713008937,0.104601125455147,0.00529625951671632,0.0284673949023502
1,26,3522,0.443781942078365,0.137989778534923,0.126632595116411,0.256388415672913,0.00965360590573538,0.0255536626916525
1,28,5639,0.530590530235857,0.206064905125022,0.159248093633623,0.0691611987941124,0.00691611987941124,0.0280191523319738
1,40,4718,0.724883425180161,0.0779991521831284,0.110216193302247,0.0610428147520136,0.00487494701144553,0.0209834675710047
1,42,2774,0.803172314347513,0.0706560922855083,0.0652487382840663,0.0382119682768565,0.00468637346791637,0.0180245133381399
1,57,4195,0.611442193087008,0.147794994040524,0.163289630512515,0.0479141835518474,0.00500595947556615,0.0245530393325387
1,61,5823,0.498025072986433,0.328868280954834,0.109908981624592,0.0297097715953976,0.00669757856774858,0.0267903142709943
1,19,3148,0.321473951715375,0.520012706480305,0.0860864040660737,0.0193773824650572,0.00794155019059721,0.0451080050825921
1,23,1058,0.569943289224953,0.155954631379962,0.0945179584120983,0.155954631379962,0.00189035916824197,0.0217391304347826
1,59,2438,0.731337161607875,0.106234618539787,0.0910582444626743,0.0426579163248564,0.00287120590648072,0.0258408531583265
1,24,4463,0.528344163118978,0.25117633878557,0.118306072148779,0.0719247143177235,0.00448129061169617,0.025767421017253
1,12,1104,0.784420289855073,0.114130434782609,0.0588768115942029,0.0253623188405797,0.00271739130434783,0.0144927536231884
1,41,3457,0.633786520104136,0.229968180503327,0.0864911773213769,0.0266126699450391,0.00636389933468325,0.0167775527914377
1,16,4612,0.740242844752819,0.0535559410234172,0.0923677363399827,0.0941023417172593,0.00390286209887251,0.0158282740676496
1,15,2747,0.7098653076083,0.0979250091008373,0.109938114306516,0.0593374590462323,0.00254823443756826,0.0203858755005461
1,17,3757,0.711205749268033,0.0843758317806761,0.100346020761246,0.0806494543518765,0.00479105669417088,0.0186318871439979
1,14,1154,0.848353552859619,0.0476603119584055,0.0502599653379549,0.0381282495667244,0.00693240901213172,0.00866551126516464
1,18,3741,0.787489975942261,0.0299385191125368,0.0606789628441593,0.101577118417535,0.00320769847634322,0.0171077252071639
1,21,2946,0.869653767820774,0.0176510522742702,0.0577053632043449,0.0400543109300747,0.00339443312966735,0.011541072640869
1,20,3527,0.773745392685001,0.0462149135242416,0.0535866175219733,0.102353274737737,0.00453643322937341,0.0195633683016728
1,22,3461,0.724357122219012,0.0713666570355389,0.0814793412308581,0.0944813637676972,0.00346720600982375,0.0248483097370702
1,10,4775,0.646701570680628,0.238743455497382,0.0720418848167539,0.023455497382199,0.00481675392670157,0.0142408376963351
1,33,4228,0.646641438032167,0.146168401135289,0.0804162724692526,0.100283822138127,0.00449385052034059,0.021996215704825
1,4,1226,0.809951060358891,0.126427406199021,0.0293637846655791,0.0032626427406199,0.0065252854812398,0.0244698205546493
1,64,3277,0.667989014342386,0.284406469331706,0.0253280439426305,0.00518767165090021,0.00335672871528837,0.0137320720170888
1,6,1559,0.870429762668377,0.0647851186658114,0.0352790250160359,0.0064143681847338,0.00769724182168056,0.0153944836433611
1,5,841,0.912009512485137,0.0249702734839477,0.0416171224732461,0,0.00118906064209275,0.0202140309155767
1,7,4132,0.547192642787996,0.348257502420136,0.0648596321393998,0.0145208131655373,0.00508228460793804,0.0200871248789932
1,8,5348,0.755983545250561,0.12322363500374,0.0774121166791324,0.0164547494390426,0.00710545998504114,0.0198204936424832
1,9,3262,0.833231146535868,0.0600858369098712,0.0619251992642551,0.0300429184549356,0.00429184549356223,0.0104230533415083
1,39,4928,0.716720779220779,0.0909090909090909,0.0876623376623377,0.0779220779220779,0.00223214285714286,0.0245535714285714
1,38,4181,0.812245874192777,0.0380291796221,0.0557282946663478,0.0681655106433867,0.00430519014589811,0.0215259507294906
1,65,3379,0.830127256584788,0.0979579757324652,0.0488310150932228,0.00739863865048831,0.00532701982835158,0.0103580941106836
1,66,5079,0.80685174246899,0.106123252608781,0.0620200826934436,0.00767867690490254,0.00433156133097066,0.012994683992912
1,67,2056,0.764591439688716,0.139105058365759,0.066147859922179,0.00778210116731518,0.00437743190661479,0.0179961089494163
1,69,3660,0.740437158469945,0.175956284153005,0.0532786885245902,0.0131147540983607,0.00218579234972678,0.0150273224043716
1,68,1994,0.770310932798395,0.170010030090271,0.0315947843530592,0.00752256770310933,0.00501504513540622,0.0155466399197593
1,3,932,0.862660944206009,0.0718884120171674,0.0386266094420601,0.00965665236051502,0.00643776824034335,0.0107296137339056
1,70,3828,0.833855799373041,0.0624346917450366,0.0721003134796238,0.0101880877742947,0.00470219435736677,0.0167189132706374
1,2,1489,0.793149764942915,0.121558092679651,0.0537273337810611,0.0107454667562122,0.0073875083948959,0.0134318334452653
1,11,3137,0.820847943895441,0.0672617150143449,0.0605674211029646,0.0258208479438954,0.00892572521517373,0.0165763468281798
1,35,1362,0.795154185022026,0.147577092511013,0.0198237885462555,0.00220264317180617,0.0066079295154185,0.0286343612334802
1,71,2337,0.768506632434745,0.178005990586222,0.0235344458707745,0.00684638425331622,0.00770218228498074,0.0154043645699615
1,1,1552,0.589561855670103,0.358247422680412,0.0270618556701031,0.0038659793814433,0.00515463917525773,0.0161082474226804
3,3,5824,0.872081043956044,0.0693681318681319,0.0250686813186813,0.00892857142857143,0.00360576923076923,0.0209478021978022
3,6,2326,0.950988822012038,0.0171969045571797,0.0133276010318143,0.00945829750644884,0.000429922613929493,0.00859845227858985
3,2,4864,0.790707236842105,0.168174342105263,0.0215871710526316,0.00349506578947368,0.00370065789473684,0.0123355263157895
3,8,4896,0.905637254901961,0.0471813725490196,0.025531045751634,0.00265522875816993,0.00326797385620915,0.0157271241830065
3,1,4067,0.703466928940251,0.272190804032456,0.0090976149495943,0.00221293336611753,0.00417998524711089,0.00885173346447013
3,4,354,0.940677966101695,0.0225988700564972,0.00282485875706215,0,0.00282485875706215,0.0310734463276836
3,5,972,0.963991769547325,0.00308641975308642,0.00823045267489712,0.00925925925925926,0.00102880658436214,0.01440329218107
3,7,1993,0.955845459106874,0.0120421475163071,0.0175614651279478,0.00150526843953838,0.00250878073256397,0.0105368790767687
3,9,1819,0.410115448048378,0.558548653106102,0.0175920835623969,0.00494777350192413,0.00274876305662452,0.00604727872457394
5,22,1810,0.939226519337017,0.00939226519337017,0.0149171270718232,0.0121546961325967,0.00662983425414365,0.0176795580110497
5,26,3528,0.867063492063492,0.0680272108843537,0.0229591836734694,0.0195578231292517,0.00453514739229025,0.0178571428571429
5,27,1171,0.943637916310845,0.0162254483347566,0.0187873612297182,0.00426985482493595,0.00341588385994876,0.013663535439795
5,25,2381,0.868962620747585,0.0428391432171357,0.0348593028139437,0.0327593448131037,0.00251994960100798,0.0180596388072239
5,30,4027,0.71542090886516,0.182766327290787,0.0494164390365036,0.0183759622547802,0.00869133349888254,0.0253290290538863
5,28,2563,0.854467420991026,0.0581349980491611,0.0417479516191963,0.0101443620756925,0.00429184549356223,0.0312134217713617
